Tribunal;Magistrado;Mês/Ano Ref.;Subsídio;Direitos Pessoais ;Indenizações ;Direitos Eventuais ;Total de Rendimentos ;Previdência Pública ;Imposto de Renda;Descontos Diversos ;Retenção por Teto Constitucional ;Total de Descontos ;Rendimento Líquido ;Remuneração do órgão de origem ;Diárias 
TRF1;LUCAS ROSENDO MAXIMO DE ARAUJO;04/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;-5.497,99;-8.267,95;-1.761,46;-5.625,49;-21.152,89;24.676,00;0,00;0,00
TRF1;LUCIA MARINA DE ARAUJO SANTOS;04/2020;28.431,25;0,00;0,00;0,00;28.431,25;-3.785,93;-5.908,10;-881,00;0,00;-10.575,03;17.856,22;0,00;0,00
TRF1;LUCIANA LAURENTI GHELLER;04/2020;32.004,65;0,00;690,08;12.352,46;45.047,19;-5.177,94;-8.320,08;-1.595,24;-5.063,79;-20.157,05;24.890,14;0,00;0,00
TRF1;LUCIANA PINHEIRO COSTA;04/2020;33.689,11;0,00;910,08;24.823,55;59.422,74;-5.497,99;-10.643,16;-8.305,01;-7.989,64;-32.435,80;26.986,94;0,00;0,00
TRF1;LUCIANA RAQUEL TOLENTINO DE MOURA;04/2020;32.004,65;0,00;910,08;7.299,26;40.213,99;-5.177,94;-8.512,37;-5.182,79;-10,59;-18.883,69;21.330,30;0,00;0,00
TRF1;LUCIANO MENDONCA FONTOURA;04/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;-5.497,99;-8.267,95;-1.124,82;-5.625,49;-20.516,25;25.312,64;0,00;0,00
TRF1;LUCIANO TOLENTINO AMARAL;04/2020;35.462,22;5.183,13;0,00;0,00;40.645,35;-5.849,72;-7.804,04;-1.511,82;-1.352,03;-16.517,61;24.127,74;0,00;0,00
TRF1;LUCILIO LINHARES PERDIGAO DE MORAIS;04/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;0,00;-9.247,07;-2.084,60;-5.625,49;-16.957,16;28.871,73;0,00;0,00
TRF1;LUCYANA SAID DAIBES PEREIRA;04/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;-5.497,99;-8.424,36;-1.869,27;-5.625,49;-21.417,11;24.411,78;0,00;0,00
TRF1;LUIS CLAUDIO DE SOUZA FONTES;04/2020;33.689,11;0,00;910,08;0,00;34.599,19;-5.497,99;-6.883,20;-1.480,22;0,00;-13.861,41;20.737,78;0,00;0,00
TRF1;LUIS FELIPE PIMENTEL DA COSTA;04/2020;32.004,65;0,00;910,08;8.983,77;41.898,50;-713,10;-9.216,85;-4.291,73;-1.358,20;-15.579,88;26.318,62;0,00;0,00
TRF1;LUISA FERREIRA LIMA ALMEIDA;04/2020;32.004,65;0,00;2.059,70;12.914,16;46.978,51;-5.497,99;-8.372,22;-412,55;-5.625,49;-19.908,25;27.070,26;0,00;0,00
TRF1;LUISA GEOFFROY VEIGA RAMOS;04/2020;7.084,63;0,00;0,00;0,00;7.084,63;-142,62;-1.039,69;0,00;0,00;-1.182,31;5.902,32;0,00;0,00
TRF1;LUIZ AIRTON DE CARVALHO;04/2020;33.689,11;1.773,11;0,00;0,00;35.462,22;-5.121,81;-6.950,66;-3.078,48;0,00;-15.150,95;20.311,27;0,00;0,00
TRF1;LUIZ ANTONIO RIBEIRO DA CRUZ;04/2020;32.004,65;848,66;910,08;10.668,22;44.431,61;-5.339,19;-8.363,75;-6.692,31;-4.228,21;-24.623,46;19.808,15;0,00;0,00
TRF1;LUIZ CLAUDIO LIMA VIANA;04/2020;32.004,65;0,00;1.629,70;168,45;33.802,80;-5.177,94;-6.397,90;-952,32;0,00;-12.528,16;21.274,64;0,00;0,00
TRF1;LUIZ EDUARDO STANCINI CARDOSO;04/2020;32.004,65;0,00;910,08;21.336,44;54.251,17;-5.177,94;-10.576,77;-1.314,03;-3.379,55;-20.448,29;33.802,88;0,00;0,00
TRF1;LUIZ GONZAGA BARBOSA MOREIRA;04/2020;35.462,22;0,00;0,00;0,00;35.462,22;-5.121,81;-6.898,52;-1.361,62;0,00;-13.381,95;22.080,27;0,00;0,00
TRF1;LUIZ REGIS BOMFIM FILHO;04/2020;32.004,65;0,00;910,08;40.527,69;73.442,42;0,00;-11.151,65;-2.998,83;-3.136,24;-17.286,72;56.155,70;0,00;0,00
TRF1;LUIZ SALOMAO AMARAL VIANA;04/2020;33.689,11;0,00;1.555,08;11.229,70;46.473,89;-5.497,99;-8.372,22;-8.816,56;-5.625,49;-28.312,26;18.161,63;0,00;0,00
TRF1;LUZIA FARIAS DA SILVA MENDONCA;04/2020;33.689,11;0,00;1.629,70;5.989,18;41.307,99;0,00;-9.113,32;-3.302,05;-384,97;-12.800,34;28.507,65;0,00;0,00
TRF1;MAGNOLIA SILVA DA GAMA E SOUZA;04/2020;33.689,11;0,00;910,08;11.229,60;45.828,79;-5.497,99;-8.320,08;-628,82;-5.625,39;-20.072,28;25.756,51;0,00;0,00
TRF1;MAISA COSTA GIUDICE;04/2020;33.689,11;0,00;0,00;0,00;33.689,11;-4.784,92;0,00;-404,27;0,00;-5.189,19;28.499,92;0,00;0,00
TRF1;MAIZIA SEAL CARVALHO;04/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;-5.497,99;-8.424,36;-1.260,49;-5.625,49;-20.808,33;25.020,56;0,00;0,00
TRF1;MANOEL JOSE FERREIRA NUNES;04/2020;33.689,11;0,00;0,00;0,00;33.689,11;-4.784,92;0,00;-2.077,76;0,00;-6.862,68;26.826,43;0,00;0,00
TRF1;MANOEL PEDRO MARTINS DE CASTRO FILHO;04/2020;32.004,65;0,00;910,08;0,00;32.914,73;-5.177,94;-6.507,99;-788,62;0,00;-12.474,55;20.440,18;0,00;0,00
TRF1;MANOELA DE ARAUJO ROCHA;04/2020;32.004,65;0,00;910,08;10.668,22;43.582,95;-5.177,94;-8.460,23;-4.284,20;-3.379,55;-21.301,92;22.281,03;0,00;0,00
TRF1;MARA ELISA ANDRADE;04/2020;33.689,11;0,00;1.629,70;0,00;35.318,81;-5.497,99;-6.831,06;-404,27;0,00;-12.733,32;22.585,49;0,00;0,00
TRF1;MARA LINA SILVA DO CARMO;04/2020;33.689,11;0,00;910,08;10.106,73;44.705,92;-5.497,99;-8.372,22;-11.618,53;-4.502,52;-29.991,26;14.714,66;0,00;0,00
TRF1;MARCEL PERES DE OLIVEIRA;04/2020;33.689,11;0,00;910,08;24.823,55;59.422,74;-5.834,88;-10.341,96;-1.170,50;-7.989,64;-25.336,98;34.085,76;0,00;0,00
TRF1;MARCEL QUEIROZ LINHARES;04/2020;33.689,11;0,00;910,08;10.855,38;45.454,57;-5.497,99;-8.424,36;-864,05;-5.251,17;-20.037,57;25.417,00;0,00;0,00
TRF1;MARCELO AGUIAR MACHADO;04/2020;32.004,65;0,00;910,08;2.152,36;35.067,09;-5.177,94;-7.099,89;-991,16;0,00;-13.268,99;21.798,10;0,00;0,00
TRF1;MARCELO ANTONIO CESCA;04/2020;11.536,77;0,00;0,00;0,00;11.536,77;-809,96;-2.080,51;-4.685,09;0,00;-7.575,56;3.961,21;0,00;0,00
TRF1;MARCELO CARVALHO CAVALCANTE DE OLIVEIRA;04/2020;33.689,11;0,00;1.090,08;11.229,70;46.008,89;-5.497,99;-7.691,90;-2.859,96;-5.625,49;-21.675,34;24.333,55;0,00;0,00
TRF1;MARCELO DOLZANY DA COSTA;04/2020;33.689,11;0,00;910,08;8.609,44;43.208,63;-5.497,99;-8.267,95;-969,63;-3.005,23;-17.740,80;25.467,83;0,00;0,00
TRF1;MARCELO EDUARDO ROSSITTO BASSETTO;04/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;-5.497,99;-8.372,22;-2.635,55;-5.625,49;-22.131,25;23.697,64;0,00;0,00
TRF1;MARCELO ELIAS VIEIRA;04/2020;33.689,11;0,00;910,08;11.604,03;46.203,22;0,00;-9.247,07;-2.305,22;-5.999,82;-17.552,11;28.651,11;0,00;0,00
TRF1;MARCELO GARCIA VIEIRA;04/2020;32.004,65;0,00;910,08;8.178,97;41.093,70;-5.177,94;-8.460,23;-1.086,96;-890,30;-15.615,43;25.478,27;0,00;0,00
TRF1;MARCELO GENTIL MONTEIRO;04/2020;32.004,65;0,00;910,08;8.703,04;41.617,77;0,00;-9.020,66;-3.332,51;-1.414,37;-13.767,54;27.850,23;0,00;0,00
TRF1;MARCELO HONORATO;04/2020;33.689,11;0,00;1.770,08;11.229,71;46.688,90;-5.497,99;-8.267,95;-235,82;-5.625,50;-19.627,26;27.061,64;0,00;0,00
TRF1;MARCELO MEIRELES LOBAO;04/2020;33.689,11;0,00;910,08;11.229,60;45.828,79;-5.497,99;-8.033,16;-3.073,14;-5.625,39;-22.229,68;23.599,11;0,00;0,00
TRF1;MARCELO MOTTA DE OLIVEIRA;04/2020;33.689,11;0,00;910,08;13.593,85;48.193,04;-5.497,99;-8.320,08;-2.101,25;-7.989,64;-23.908,96;24.284,08;0,00;0,00
TRF1;MARCELO PIRES SOARES;04/2020;33.689,11;0,00;910,08;4.866,20;39.465,39;0,00;-8.892,38;-2.614,86;0,00;-11.507,24;27.958,15;0,00;0,00
TRF1;MARCELO REBELLO PINHEIRO;04/2020;33.689,11;0,00;910,08;5.989,12;40.588,31;0,00;-9.002,60;-3.291,22;-384,91;-12.678,73;27.909,58;0,00;0,00
TRF1;MARCELO STIVAL;04/2020;33.689,11;0,00;1.629,70;11.604,03;46.922,84;0,00;-8.912,20;-3.877,84;-5.999,82;-18.789,86;28.132,98;0,00;0,00
TRF1;MARCELO VELASCO NASCIMENTO ALBERNAZ;04/2020;33.689,11;0,00;910,08;13.593,71;48.192,90;-5.497,99;-8.267,94;-11.515,46;-7.989,50;-33.270,89;14.922,01;0,00;0,00
TRF1;MARCIA GUIMARAES PINHEIRO;04/2020;33.689,11;0,00;0,00;0,00;33.689,11;-4.784,92;-6.555,70;0,00;0,00;-11.340,62;22.348,49;0,00;0,00
TRF1;MARCIO ANDRE LOPES CAVALCANTE;04/2020;33.689,11;0,00;910,08;5.989,18;40.588,37;-5.497,99;-8.424,36;-1.207,50;-384,97;-15.514,82;25.073,55;0,00;0,00
TRF1;MARCIO BARBOSA MAIA;04/2020;33.689,11;0,00;910,08;4.866,16;39.465,35;0,00;-8.903,74;-13.980,11;0,00;-22.883,85;16.581,50;0,00;0,00
TRF1;MARCIO BRAGA MAGALHAES;04/2020;33.689,11;0,00;830,08;11.229,70;45.748,89;-5.497,99;-8.320,08;-3.856,01;-5.625,49;-23.299,57;22.449,32;0,00;0,00
TRF1;MARCIO DE FRANCA MOREIRA;04/2020;32.004,65;0,00;910,08;10.668,30;43.583,03;-5.177,94;-8.512,37;-224,03;-3.379,63;-17.293,97;26.289,06;0,00;0,00
TRF1;MARCIO FLAVIO MAFRA LEAL;04/2020;33.689,11;0,00;1.629,70;0,00;35.318,81;0,00;-7.283,50;-4.930,42;0,00;-12.213,92;23.104,89;0,00;0,00
TRF1;MARCIO JOSE DE AGUIAR BARBOSA;04/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;-6.562,79;-8.131,54;-966,00;-5.625,49;-21.285,82;24.543,07;0,00;0,00
TRF1;MARCIO LUIZ COELHO DE FREITAS;04/2020;33.689,11;0,00;910,08;0,00;34.599,19;0,00;-7.167,50;-5.053,53;0,00;-12.221,03;22.378,16;0,00;0,00
TRF1;MARCIO SA ARAUJO;04/2020;33.689,11;0,00;910,08;22.833,73;57.432,92;0,00;-11.314,14;-5.624,39;-5.999,82;-22.938,35;34.494,57;0,00;0,00
TRF1;MARCO ANTONIO BARROS GUIMARAES;04/2020;32.004,65;5.177,94;910,08;0,00;38.092,67;-5.177,94;-7.827,64;-1.575,68;0,00;-14.581,26;23.511,41;0,00;0,00
TRF1;MARCO FRATTEZI GONCALVES;04/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;0,00;-9.740,20;-275,05;-5.625,49;-15.640,74;30.188,15;0,00;0,00
TRF1;MARCOS AUGUSTO DE SOUSA;04/2020;35.462,22;5.834,88;910,08;11.820,74;54.027,92;-5.834,88;-9.884,16;-11.765,80;-7.989,64;-35.474,48;18.553,44;0,00;0,00
TRF1;MARCOS JOSE BRITO RIBEIRO;04/2020;32.004,65;0,00;1.629,70;7.935,59;41.569,94;0,00;-9.094,13;-4.200,31;-646,92;-13.941,36;27.628,58;0,00;0,00
TRF1;MARCOS PADULA COELHO;04/2020;32.004,65;0,00;1.629,70;6.026,61;39.660,96;0,00;-8.769,27;-3.182,44;0,00;-11.951,71;27.709,25;0,00;0,00
TRF1;MARCOS SILVA ROSA;04/2020;33.689,11;0,00;790,08;11.229,60;45.708,79;-5.497,99;-6.950,20;-6.026,67;-5.625,39;-24.100,25;21.608,54;0,00;0,00
TRF1;MARCOS VINICIUS LIPIENSKI;04/2020;33.689,11;0,00;910,08;0,00;34.599,19;0,00;-7.554,17;-2.935,03;0,00;-10.489,20;24.109,99;0,00;0,00
TRF1;MARCUS VINICIUS REIS BASTOS;04/2020;33.689,11;0,00;910,08;5.240,48;39.839,67;-5.497,99;-8.220,05;-6.271,65;0,00;-19.989,69;19.849,98;0,00;0,00
TRF1;MARIA CANDIDA CARVALHO MONTEIRO DE ALMEIDA;04/2020;33.689,11;0,00;910,08;13.593,85;48.193,04;0,00;-8.949,61;-8.038,51;-7.989,64;-24.977,76;23.215,28;0,00;0,00
TRF1;MARIA CAROLINA VALENTE DO CARMO;04/2020;33.689,11;0,00;2.349,32;0,00;36.038,43;-5.497,99;-6.883,20;-821,98;0,00;-13.203,17;22.835,26;0,00;0,00
TRF1;MARIA CECILIA DE MARCO ROCHA;04/2020;33.689,11;0,00;1.629,70;11.820,74;47.139,55;-5.497,99;-8.267,95;-1.072,33;-6.216,53;-21.054,80;26.084,75;0,00;0,00
TRF1;MARIA COTTAS LISBOA RAYOL;04/2020;33.689,11;0,00;0,00;0,00;33.689,11;-4.784,92;-6.555,70;0,00;0,00;-11.340,62;22.348,49;0,00;0,00
TRF1;MARIA DA GRACA PERES SOARES AMORIM;04/2020;26.653,87;0,00;0,00;0,00;26.653,87;-3.448,22;-5.512,19;-4.362,43;0,00;-13.322,84;13.331,03;0,00;0,00
TRF1;MARIA DA PENHA GOMES FONTENELE MENESES;04/2020;33.689,11;0,00;1.340,08;11.604,03;46.633,22;-5.497,99;-8.424,36;-275,05;-5.999,82;-20.197,22;26.436,00;0,00;0,00
TRF1;MARIA DE FATIMA DE PAULA PESSOA COSTA;04/2020;33.689,11;0,00;0,00;0,00;33.689,11;-4.784,92;-6.555,70;-1.488,27;0,00;-12.828,89;20.860,22;0,00;0,00
TRF1;MARIA DIVINA VITORIA;04/2020;33.689,11;0,00;0,00;0,00;33.689,11;-4.784,92;-7.027,16;-2.034,45;0,00;-13.846,53;19.842,58;0,00;0,00
TRF1;MARIA DO CARMO ARRUDA OLIVEIRA;04/2020;25.412,70;4.191,74;0,00;0,00;29.604,44;-4.008,83;-6.169,43;-4.430,31;0,00;-14.608,57;14.995,87;0,00;0,00
TRF1;MARIA DO CARMO CARDOSO;04/2020;35.462,22;0,00;910,08;11.820,74;48.193,04;-5.834,88;-7.986,22;-11.758,55;-7.989,64;-33.569,29;14.623,75;0,00;0,00
TRF1;MARIA DO SOCORRO MARANHAO SANTOS COSTA;04/2020;23.910,77;0,00;0,00;0,00;23.910,77;-2.927,03;-4.377,57;-1.787,46;0,00;-9.092,06;14.818,71;0,00;0,00
TRF1;MARIA DULCE MAIA  DIDIER;04/2020;33.689,11;0,00;0,00;0,00;33.689,11;-4.784,92;0,00;0,00;0,00;-4.784,92;28.904,19;0,00;0,00
TRF1;MARIA EDNA FAGUNDES VELOSO;04/2020;33.689,11;6.562,79;910,08;11.229,70;52.391,68;-6.562,79;-8.131,54;-1.528,71;-5.625,49;-21.848,53;30.543,15;0,00;0,00
TRF1;MARIA HELENA CARREIRA ALVIM RIBEIRO;04/2020;33.689,11;0,00;0,00;0,00;33.689,11;-4.784,92;0,00;-10.432,21;0,00;-15.217,13;18.471,98;0,00;0,00
TRF1;MARIA IZABEL MACIEL DUARTE;04/2020;23.076,06;0,00;0,00;0,00;23.076,06;-2.768,44;-4.191,64;-6.605,39;0,00;-13.565,47;9.510,59;0,00;0,00
TRF1;MARIA JOSE FERRO SEABRA NUNES;04/2020;33.689,11;0,00;0,00;0,00;33.689,11;-4.784,92;-7.079,29;0,00;0,00;-11.864,21;21.824,90;0,00;0,00
TRF1;MARIA LUCIA GOMES DE SOUZA;04/2020;33.689,11;5.497,99;910,08;8.055,61;48.152,79;-5.497,99;-9.936,31;-1.515,92;-2.451,40;-19.401,62;28.751,17;0,00;0,00
TRF1;MARIA LUCIA ORSINI DA COSTA VAL;04/2020;33.689,11;0,00;0,00;0,00;33.689,11;-4.784,92;-6.555,70;0,00;0,00;-11.340,62;22.348,49;0,00;0,00
TRF1;MARIA LUIZA VERSIANI LEITE SOARES;04/2020;35.462,22;0,00;0,00;0,00;35.462,22;-5.121,81;-6.950,66;-542,00;0,00;-12.614,47;22.847,75;0,00;0,00
TRF1;MARIA LUIZA VIANNA PESSOA DE MENDONCA;04/2020;28.635,74;0,00;0,00;0,00;28.635,74;-3.824,78;-5.430,06;-912,11;0,00;-10.166,95;18.468,79;0,00;0,00
TRF1;MARIA MAURA MARTINS MORAES TAYER;04/2020;33.689,11;5.497,99;690,08;22.459,30;62.336,48;-5.497,99;-10.643,16;-1.453,52;-5.625,39;-23.220,06;39.116,42;0,00;0,00
TRF1;MARIANA GARCIA CUNHA;04/2020;32.004,65;0,00;910,08;40.746,34;73.661,07;0,00;-11.199,10;-3.110,63;-3.379,55;-17.689,28;55.971,79;0,00;0,00
TRF1;MARIANNE BEZERRA SATHLER BORRE;04/2020;32.004,65;0,00;2.349,32;21.617,19;55.971,16;-5.231,28;-10.562,10;-435,08;-3.660,29;-19.888,75;36.082,41;0,00;0,00
TRF1;MARILIA GURGEL ROCHA DE PAIVA E SALES;04/2020;33.689,11;0,00;910,08;22.833,73;57.432,92;-5.497,99;-10.643,17;-307,00;-5.999,82;-22.447,98;34.984,94;0,00;0,00
TRF1;MARINA DE MATTOS SALLES;04/2020;32.004,65;0,00;910,08;12.015,79;44.930,52;-5.177,94;-8.512,37;-355,07;-4.727,12;-18.772,50;26.158,02;0,00;0,00
TRF1;MARINA ROCHA CAVALCANTI BARROS MENDES;04/2020;32.004,65;0,00;1.594,70;24.143,86;57.743,21;0,00;-11.001,32;-3.904,52;-5.625,49;-20.531,33;37.211,88;0,00;0,00
TRF1;MARIO CESAR RIBEIRO;04/2020;35.462,22;0,00;0,00;0,00;35.462,22;-5.121,81;-6.950,66;-1.395,60;0,00;-13.468,07;21.994,15;0,00;0,00
TRF1;MARIO DE PAULA FRANCO JUNIOR;04/2020;32.004,65;0,00;1.629,70;0,00;33.634,35;0,00;-7.011,99;-6.776,61;0,00;-13.788,60;19.845,75;0,00;0,00
TRF1;MARK YSHIDA BRANDAO;04/2020;33.689,11;0,00;910,08;11.229,60;45.828,79;-5.497,99;-8.267,94;-1.350,65;-5.625,39;-20.741,97;25.086,82;0,00;0,00
TRF1;MARLA CONSUELO SANTOS MARINHO;04/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;-5.497,99;-8.424,36;-3.078,26;-5.625,49;-22.626,10;23.202,79;0,00;0,00
TRF1;MARLLON SOUSA;04/2020;33.689,11;0,00;1.125,08;4.432,77;39.246,96;-5.497,99;-8.046,62;-266,85;0,00;-13.811,46;25.435,50;0,00;0,00
TRF1;MATEUS BENATO PONTALTI;04/2020;32.004,65;0,00;910,08;6.906,27;39.821,00;-713,10;-8.868,11;-14.738,36;0,00;-24.319,57;15.501,43;0,00;0,00
TRF1;MAURICIO JOSE DE MENDONCA JUNIOR;04/2020;32.004,65;0,00;1.629,70;1.422,43;35.056,78;-713,10;-7.448,09;-14.154,31;0,00;-22.315,50;12.741,28;0,00;0,00
TRF1;MAURICIO RIOS JUNIOR;04/2020;33.689,11;0,00;910,08;11.604,03;46.203,22;-5.497,99;-8.215,81;-1.516,93;-5.999,82;-21.230,55;24.972,67;0,00;0,00
TRF1;MAURILIO FREITAS MAIA DE QUEIROZ;04/2020;32.004,65;0,00;910,08;3.911,68;36.826,41;-713,10;-8.206,03;-2.525,82;0,00;-11.444,95;25.381,46;0,00;0,00
TRF1;MAURO CESAR GARCIA PATINI;04/2020;33.689,11;0,00;1.629,70;11.604,03;46.922,84;0,00;-9.740,20;-275,05;-5.999,82;-16.015,07;30.907,77;0,00;0,00
TRF1;MAURO HENRIQUE VIEIRA;04/2020;33.689,11;0,00;1.629,70;11.229,70;46.548,51;0,00;-9.043,19;-9.100,38;-5.625,49;-23.769,06;22.779,45;0,00;0,00
TRF1;MAURO REZENDE DE AZEVEDO;04/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;-5.497,99;-8.267,95;-2.377,78;-5.625,49;-21.769,21;24.059,68;0,00;0,00
TRF1;MEI LIN LOPES WU BANDEIRA;04/2020;33.689,11;0,00;1.629,70;11.229,70;46.548,51;-5.497,99;-8.372,22;-1.743,94;-5.625,49;-21.239,64;25.308,87;0,00;0,00
TRF1;MICHAEL PROCOPIO RIBEIRO ALVES AVELAR;04/2020;32.004,65;0,00;1.125,08;10.668,22;43.797,95;-5.177,94;-8.512,37;-878,19;-3.379,55;-17.948,05;25.849,90;0,00;0,00
TRF1;MIGUEL ANGELO DE ALVARENGA LOPES;04/2020;33.689,11;0,00;910,08;0,00;34.599,19;-5.497,99;-6.883,20;-1.410,28;0,00;-13.791,47;20.807,72;0,00;0,00
TRF1;MILENA SOUZA DE ALMEIDA PIRES;04/2020;32.004,65;0,00;910,08;6.924,99;39.839,72;-5.497,99;-8.324,35;-1.450,27;0,00;-15.272,61;24.567,11;0,00;0,00
TRF1;MOACIR FERREIRA RAMOS;04/2020;39.868,16;0,00;0,00;0,00;39.868,16;-5.849,72;0,00;-4.547,03;-574,84;-10.971,59;28.896,57;0,00;0,00
TRF1;MOISES DA SILVA MAIA;04/2020;32.004,65;0,00;2.349,32;11.566,59;45.920,56;-5.177,94;-8.372,88;-1.187,28;-4.277,92;-19.016,02;26.904,54;0,00;0,00
TRF1;MONICA GUIMARAES LIMA;04/2020;32.004,65;0,00;1.496,76;12.914,16;46.415,57;-5.177,94;-8.408,10;-5.610,23;-5.625,49;-24.821,76;21.593,81;0,00;0,00
TRF1;MONICA NEVES AGUIAR DA SILVA;04/2020;33.689,11;0,00;0,00;0,00;33.689,11;-4.784,92;-7.079,29;-1.448,52;0,00;-13.312,73;20.376,38;0,00;0,00
TRF1;MONICA SIFUENTES;04/2020;35.462,22;5.834,88;910,08;3.546,22;45.753,40;-5.834,88;-9.857,96;-955,43;0,00;-16.648,27;29.105,13;0,00;0,00
TRF1;MONIQUE MARTINS SARAIVA;04/2020;33.689,11;0,00;1.629,70;5.240,53;40.559,34;-5.497,99;-8.324,35;-1.370,69;0,00;-15.193,03;25.366,31;0,00;0,00
TRF1;MURILO FERNANDES DE ALMEIDA;04/2020;33.689,11;5.497,99;910,08;13.593,85;53.691,03;-5.497,99;-7.863,35;-11.119,52;-7.989,64;-32.470,50;21.220,53;0,00;0,00
TRF1;MURILO MENDES;04/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;-5.497,99;-8.320,08;-2.731,08;-5.625,49;-22.174,64;23.654,25;0,00;0,00
TRF1;MYRIAN IRIS BAPTISTA LOMONACO;04/2020;33.689,11;0,00;0,00;0,00;33.689,11;-4.784,92;-6.555,70;0,00;0,00;-11.340,62;22.348,49;0,00;0,00
TRF1;NAIBER PONTES DE ALMEIDA;04/2020;33.689,11;0,00;1.629,70;0,00;35.318,81;-5.497,99;-6.674,65;-1.287,47;0,00;-13.460,11;21.858,70;0,00;0,00
TRF1;NAIR CRISTINA CORADO ZAIDAN;04/2020;33.689,11;0,00;1.629,70;5.614,85;40.933,66;-5.497,99;-8.372,22;-8.379,33;-10,64;-22.260,18;18.673,48;0,00;0,00
TRF1;NATALIA FLORIPES DINIZ;04/2020;32.004,65;0,00;910,08;6.026,61;38.941,34;0,00;-8.664,99;-3.780,75;0,00;-12.445,74;26.495,60;0,00;0,00
TRF1;NAZARENO CESAR MOREIRA REIS;04/2020;33.689,11;0,00;1.594,70;11.229,70;46.513,51;-5.497,99;-8.320,08;-2.473,14;-5.625,49;-21.916,70;24.596,81;0,00;0,00
TRF1;NEIAN MILHOMEM CRUZ;04/2020;33.689,11;0,00;1.629,70;11.604,03;46.922,84;-5.497,99;-8.424,36;-1.380,50;-5.999,82;-21.302,67;25.620,17;0,00;0,00
TRF1;NELSON LIU PITANGA;04/2020;32.004,65;0,00;910,08;10.293,90;43.208,63;0,00;-8.535,94;-5.365,02;-2.668,33;-16.569,29;26.639,34;0,00;0,00
TRF1;NELSON LOUREIRO DOS SANTOS;04/2020;33.689,11;5.497,99;910,08;5.240,53;45.337,71;-5.497,99;-9.784,16;-454,27;0,00;-15.736,42;29.601,29;0,00;0,00
TRF1;NEUZA ALVES;04/2020;35.462,22;0,00;0,00;0,00;35.462,22;-5.121,81;0,00;-1.744,96;0,00;-6.866,77;28.595,45;0,00;0,00
TRF1;NEVITON  GUEDES;04/2020;35.462,22;5.834,88;910,08;11.820,74;54.027,92;-5.834,88;-9.936,30;-3.496,55;-7.989,64;-27.257,37;26.770,55;0,00;0,00
TRF1;NEWTON PEREIRA RAMOS NETO;04/2020;33.689,11;0,00;1.555,08;13.987,87;49.232,06;0,00;-7.088,21;-14.678,85;-8.383,66;-30.150,72;19.081,34;0,00;0,00
TRF1;NEY BELLO;04/2020;35.462,22;0,00;910,08;11.820,74;48.193,04;-5.834,88;-8.279,57;-1.404,69;-7.989,64;-23.508,78;24.684,26;0,00;0,00
TRF1;NILZA MARIA COSTA DOS REIS;04/2020;33.689,11;5.497,99;910,08;8.609,44;48.706,62;-5.497,99;-9.936,31;-1.121,67;-3.005,23;-19.561,20;29.145,42;0,00;0,00
TRF1;NOVELY  VILANOVA;04/2020;35.462,22;5.834,88;910,08;23.641,48;65.848,66;-5.834,88;-10.793,57;-5.743,59;-7.989,64;-30.361,68;35.486,98;0,00;0,00
TRF1;OLINDO MENEZES;04/2020;35.462,22;5.834,88;910,08;11.820,74;54.027,92;-5.834,88;-9.936,30;-1.820,07;-7.989,64;-25.580,89;28.447,03;0,00;0,00
TRF1;OLIVIA MERLIN SILVA;04/2020;33.689,11;0,00;1.629,70;13.593,85;48.912,66;-713,10;-8.912,19;-3.264,84;-7.989,64;-20.879,77;28.032,89;0,00;0,00
TRF1;OMAR BELLOTTI FERREIRA;04/2020;33.689,11;0,00;1.125,08;11.229,70;46.043,89;-5.497,99;-8.424,36;-235,82;-5.625,49;-19.783,66;26.260,23;0,00;0,00
TRF1;ORLANDA LUIZA DE LIMA FERREIRA;04/2020;35.462,22;0,00;0,00;0,00;35.462,22;-5.121,81;-6.950,66;-8.982,29;0,00;-21.054,76;14.407,46;0,00;0,00
TRF1;OSMANE ANTONIO DOS SANTOS;04/2020;33.689,11;5.497,99;910,08;11.229,70;51.326,88;-5.497,99;-9.936,31;-699,05;-5.625,49;-21.758,84;29.568,04;0,00;0,00
TRF1;OSMAR TOGNOLO;04/2020;35.462,22;0,00;0,00;0,00;35.462,22;-5.121,81;-6.950,66;-11.954,13;0,00;-24.026,60;11.435,62;0,00;0,00
TRF1;OSMAR VAZ DE MELLO DA FONSECA JUNIOR;04/2020;33.689,11;0,00;910,08;8.609,44;43.208,63;-5.497,99;-8.372,22;-2.477,64;-3.005,23;-19.353,08;23.855,55;0,00;0,00
TRF1;PABLO ENRIQUE CARNEIRO BALDIVIESO;04/2020;33.689,11;0,00;1.340,08;11.229,70;46.258,89;-5.497,99;-7.274,86;-4.752,71;-5.625,49;-23.151,05;23.107,84;0,00;0,00
