Tribunal;Magistrado;Mês/Ano Ref.;Subsídio;Direitos Pessoais ;Indenizações ;Direitos Eventuais ;Total de Rendimentos ;Previdência Pública ;Imposto de Renda;Descontos Diversos ;Retenção por Teto Constitucional ;Total de Descontos ;Rendimento Líquido ;Remuneração do órgão de origem ;Diárias 
TRF1;ANDRE PERICO RAMIRES DOS SANTOS;12/2020;32.004,65;0,00;910,08;11.005,11;43.919,84;-713,08;-8.860,06;-7.403,10;-3.716,44;-20.692,68;23.227,16;0,00;0,00
TRF1;ANDRE PRADO DE VASCONCELOS;12/2020;33.689,11;0,00;910,08;152.076,09;186.675,28;-5.252,23;-38.917,40;-4.211,46;-4.876,84;-53.257,93;133.417,35;0,00;0,00
TRF1;ANDREA MARCIA VIEIRA DE ALMEIDA;12/2020;33.689,11;0,00;2.349,32;10.855,38;46.893,81;-5.497,99;-8.372,22;-1.675,97;-5.251,17;-20.797,35;26.096,46;0,00;0,00
TRF1;ANDREIA GUIMARAES DO NASCIMENTO;12/2020;32.004,65;0,00;910,08;6.754,98;39.669,71;-713,08;-8.659,62;-3.893,38;-459,82;-13.725,90;25.943,81;0,00;0,00
TRF1;ANGELA CATAO;12/2020;35.462,22;5.834,88;910,08;174.633,55;216.840,73;-10.467,78;-46.590,50;-5.850,31;-9.171,71;-72.080,30;144.760,43;0,00;0,00
TRF1;ANIBAL MAGALHAES DA CRUZ MATOS;12/2020;33.689,11;0,00;910,08;0,00;34.599,19;-5.497,99;-6.883,19;-5.311,03;0,00;-17.692,21;16.906,98;0,00;0,00
TRF1;ANNA CRISTINA ROCHA GONCALVES;12/2020;32.004,65;0,00;910,08;10.808,59;43.723,32;-5.524,66;-8.417,03;-1.583,90;-3.519,92;-19.045,51;24.677,81;0,00;0,00
TRF1;ANSELMO GONCALVES DA SILVA;12/2020;33.689,11;0,00;910,08;152.347,36;186.946,55;-10.669,83;-59.897,01;-2.420,93;0,00;-72.987,77;113.958,78;0,00;0,00
TRF1;ANTONIO CARLOS ALMEIDA CAMPELO;12/2020;33.689,11;0,00;2.349,32;3.743,24;39.781,67;-5.497,99;-6.149,64;-15.095,69;0,00;-26.743,32;13.038,35;0,00;0,00
TRF1;ANTONIO CLAUDIO MACEDO DA SILVA;12/2020;33.689,11;0,00;910,08;168.929,16;203.528,35;-10.036,70;-40.632,89;-815,43;-5.625,39;-57.110,41;146.417,94;0,00;0,00
TRF1;ANTONIO DANIEL DE OLIVEIRA;12/2020;0,00;0,00;0,00;99.889,02;99.889,02;-2.400,62;-15.719,35;0,00;0,00;-18.119,97;81.769,05;0,00;0,00
TRF1;ANTONIO DE PAULA OLIVEIRA;12/2020;33.689,11;1.773,11;0,00;181.637,89;217.100,11;-5.121,81;-49.943,94;-1.886,12;0,00;-56.951,87;160.148,24;0,00;0,00
TRF1;ANTONIO EZEQUIEL DA SILVA;12/2020;35.462,22;0,00;0,00;189.543,88;225.006,10;-5.121,81;-50.746,97;-7.986,69;0,00;-63.855,47;161.150,63;0,00;0,00
TRF1;ANTONIO FELIPE DE AMORIM CADETE;12/2020;32.004,65;0,00;910,08;11.641,46;44.556,19;-713,08;-9.740,20;0,00;-4.352,79;-14.806,07;29.750,12;0,00;0,00
TRF1;ANTONIO FRANCISCO DO NASCIMENTO;12/2020;33.689,11;0,00;910,08;8.235,11;42.834,30;-713,08;-8.860,06;-12.464,75;-2.630,90;-24.668,79;18.165,51;0,00;0,00
TRF1;ANTONIO FRANCISCO PEREIRA;12/2020;33.689,11;0,00;0,00;179.906,37;213.595,48;-4.784,92;-48.812,73;-1.910,07;0,00;-55.507,72;158.087,76;0,00;0,00
TRF1;ANTONIO LUCIO TULIO DE OLIVEIRA BARBOSA;12/2020;33.689,11;0,00;2.349,32;11.229,70;47.268,13;-5.497,99;-8.424,36;-6.949,36;-5.625,49;-26.497,20;20.770,93;0,00;0,00
TRF1;ANTONIO OSWALDO SCARPA;12/2020;33.689,11;0,00;910,08;161.255,62;195.854,81;-10.008,39;-42.056,69;-3.289,73;-10,64;-55.365,45;140.489,36;0,00;0,00
TRF1;ANTONIO SAVIO DE OLIVEIRA CHAVES;12/2020;35.462,22;0,00;0,00;172.852,12;208.314,34;-7.593,84;-45.389,99;-6.799,16;0,00;-59.782,99;148.531,35;0,00;0,00
TRF1;ARALI MACIEL DUARTE;12/2020;33.689,11;2.747,55;910,08;72.958,60;110.305,34;-8.435,94;-21.365,35;-3.400,90;0,00;-33.202,19;77.103,15;0,00;0,00
TRF1;ARIANE DA SILVA OLIVEIRA;12/2020;33.689,11;0,00;1.125,08;10.481,05;45.295,24;-5.497,99;-8.320,08;-275,05;-4.876,84;-18.969,96;26.325,28;0,00;0,00
TRF1;ARISTIDES PORTO DE MEDEIROS;12/2020;35.462,22;0,00;0,00;230.510,14;265.972,36;-5.121,81;0,00;-1.960,04;0,00;-7.081,85;258.890,51;0,00;0,00
TRF1;ARTHUR HENRIQUE REIS RAMOS;12/2020;7.084,63;0,00;0,00;38.069,81;45.154,44;-1.114,77;-1.039,69;-208,41;0,00;-2.362,87;42.791,57;0,00;0,00
TRF1;ARTHUR NOGUEIRA FEIJO;12/2020;32.004,65;0,00;910,08;7.842,07;40.756,80;-713,08;-8.934,54;-3.635,19;-553,40;-13.836,21;26.920,59;0,00;0,00
TRF1;ARTHUR PINHEIRO CHAVES;12/2020;33.689,11;0,00;910,08;0,00;34.599,19;-5.497,99;-6.883,20;-1.201,82;0,00;-13.583,01;21.016,18;0,00;0,00
TRF1;ASSUSETE MAGALHAES;12/2020;0,00;0,00;0,00;113.774,47;113.774,47;-5.691,84;-25.288,99;0,00;0,00;-30.980,83;82.793,64;0,00;0,00
TRF1;ATANAIR NASSER RIBEIRO LOPES;12/2020;33.689,11;0,00;1.082,60;10.481,05;45.252,76;-5.497,99;-7.034,68;-5.053,37;-4.876,84;-22.462,88;22.789,88;0,00;0,00
TRF1;AVIO MOZAR JOSE FERRAZ DE NOVAES;12/2020;33.689,11;1.373,77;910,08;151.557,74;187.530,70;-10.222,99;-37.804,01;-11.125,68;-6.999,26;-66.151,94;121.378,76;0,00;0,00
TRF1;BARBARA MALTA ARAUJO GOMES;12/2020;32.004,65;0,00;910,08;14.121,35;47.036,08;-713,08;-9.466,69;-3.041,31;-5.625,49;-18.846,57;28.189,51;0,00;0,00
TRF1;BERNARDO TINOCO DE LIMA HORTA;12/2020;33.689,11;0,00;1.629,70;12.165,51;47.484,32;-713,08;-9.146,90;-3.221,04;-6.561,30;-19.642,32;27.842,00;0,00;0,00
TRF1;BRUNNO CHRISTIANO CARVALHO CARDOSO;12/2020;33.689,11;0,00;910,08;6.737,82;41.337,01;-5.497,99;-8.424,36;-499,47;-1.133,61;-15.555,43;25.781,58;0,00;0,00
TRF1;BRUNO ANDERSON SANTOS DA SILVA;12/2020;32.004,65;0,00;910,08;10.668,30;43.583,03;-713,08;-9.134,71;-9.724,01;-3.379,63;-22.951,43;20.631,60;0,00;0,00
TRF1;BRUNO AUGUSTO SANTOS OLIVEIRA;12/2020;33.689,11;0,00;910,08;10.481,05;45.080,24;-5.497,99;-8.320,08;-2.424,48;-4.876,84;-21.119,39;23.960,85;0,00;0,00
TRF1;BRUNO CESAR BANDEIRA APOLINARIO;12/2020;33.689,11;0,00;1.629,70;13.002,71;48.321,52;-5.834,88;-8.279,57;-930,02;-7.398,50;-22.442,97;25.878,55;0,00;0,00
TRF1;BRUNO HERMES LEAL;12/2020;33.689,11;0,00;1.629,70;10.855,38;46.174,19;-5.497,99;-8.320,08;-5.960,52;-5.251,17;-25.029,76;21.144,43;0,00;0,00
TRF1;BRUNO OLIVEIRA DE VASCONCELOS;12/2020;32.004,65;0,00;910,08;165.954,06;198.868,79;-5.217,22;-37.446,26;-2.730,14;-5.017,21;-50.410,83;148.457,96;0,00;0,00
TRF1;BRUNO SOUZA SAVINO;12/2020;32.004,65;0,00;1.629,70;9.957,01;43.591,36;-5.177,94;-8.408,09;-1.417,81;-2.668,34;-17.672,18;25.919,18;0,00;0,00
TRF1;BRUNO TEIXEIRA DE CASTRO;12/2020;33.689,11;0,00;1.629,70;10.106,64;45.425,45;-5.497,99;-8.372,22;-1.294,26;-4.502,43;-19.666,90;25.758,55;0,00;0,00
TRF1;CAIO CASTAGINE MARINHO;12/2020;33.689,11;0,00;1.629,70;-14.972,94;20.345,87;-713,08;-8.146,91;-1.406,20;0,00;-10.266,19;10.079,68;0,00;0,00
TRF1;CAMILA DE PAULA DORNELAS;12/2020;32.004,65;0,00;910,08;12.914,16;45.828,89;-5.497,99;-8.424,36;-705,50;-5.625,49;-20.253,34;25.575,55;0,00;0,00
TRF1;CAMILA DECHICHA PARAHYBA;12/2020;32.004,65;0,00;910,08;4.491,88;37.406,61;-5.177,94;-7.743,26;-5.627,08;0,00;-18.548,28;18.858,33;0,00;0,00
TRF1;CAMILA FRANCO E SILVA VELANO;12/2020;32.004,65;0,00;1.629,70;12.249,73;45.884,08;-5.514,00;-8.315,69;-984,39;-4.961,06;-19.775,14;26.108,94;0,00;0,00
TRF1;CAMILA MARTINS TONELLO;12/2020;32.004,65;0,00;910,08;4.267,29;37.182,02;-713,08;-8.204,08;-3.080,43;0,00;-11.997,59;25.184,43;0,00;0,00
TRF1;CAMILE LIMA SANTOS;12/2020;33.689,11;0,00;1.125,08;11.131,20;45.945,39;-5.834,88;-8.331,71;-463,51;-5.526,99;-20.157,09;25.788,30;0,00;0,00
TRF1;CANDICE LAVOCAT GALVAO JOBIM;12/2020;33.689,11;0,00;910,08;0,00;34.599,19;-5.497,99;-6.831,06;-2.323,48;0,00;-14.652,53;19.946,66;0,00;0,00
TRF1;CANDIDO MORAES;12/2020;33.689,11;0,00;0,00;174.090,90;207.780,01;-4.784,92;-47.388,88;-2.426,76;0,00;-54.600,56;153.179,45;0,00;0,00
TRF1;CANDIDO RIBEIRO;12/2020;35.462,22;5.834,88;910,08;159.285,80;201.492,98;-10.249,53;-43.595,33;-16.784,00;0,00;-70.628,86;130.864,12;0,00;0,00
TRF1;CARINA CATIA BASTOS DE SENNA;12/2020;33.689,11;0,00;910,08;8.235,12;42.834,31;-713,08;-9.095,34;-4.165,23;-2.630,91;-16.604,56;26.229,75;0,00;0,00
TRF1;CARINA MICHELON;12/2020;32.004,65;0,00;1.629,70;0,00;33.634,35;-5.177,94;-6.455,85;-1.086,26;0,00;-12.720,05;20.914,30;0,00;0,00
TRF1;CARLA DUMONT OLIVEIRA DE CARVALHO;12/2020;32.004,65;0,00;910,08;0,00;32.914,73;-713,08;-7.220,66;-4.019,18;0,00;-11.952,92;20.961,81;0,00;0,00
TRF1;CARLOS ALBERTO GOMES DA SILVA;12/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;-5.497,99;-8.215,81;-1.863,07;-5.625,49;-21.202,36;24.626,53;0,00;0,00
TRF1;CARLOS ALBERTO SIMOES DE TOMAZ;12/2020;33.689,11;0,00;0,00;168.789,03;202.478,14;-9.400,79;0,00;-11.456,52;0,00;-20.857,31;181.620,83;0,00;0,00
TRF1;CARLOS AUGUSTO PIRES BRANDAO;12/2020;0,00;0,00;0,00;135.980,56;135.980,56;-5.207,67;-7.795,62;0,00;0,00;-13.003,29;122.977,27;0,00;0,00
TRF1;CARLOS AUGUSTO TORRES NOBRE;12/2020;33.689,11;0,00;910,08;87.437,24;122.036,43;-7.583,27;-17.460,47;-2.597,92;-2.630,83;-30.272,49;91.763,94;0,00;0,00
TRF1;CARLOS DAVILA TEIXEIRA;12/2020;33.689,11;5.497,99;910,08;188.010,49;228.107,67;-10.054,70;-47.424,66;-5.583,92;0,00;-63.063,28;165.044,39;0,00;0,00
TRF1;CARLOS EDUARDO CASTRO MARTINS;12/2020;33.689,11;0,00;910,08;10.855,28;45.454,47;-5.497,99;-8.424,36;-2.032,57;-5.251,07;-21.205,99;24.248,48;0,00;0,00
TRF1;CARLOS GERALDO TEIXEIRA;12/2020;33.689,11;0,00;910,08;4.866,20;39.465,39;-5.497,99;-7.999,41;-1.575,71;0,00;-15.073,11;24.392,28;0,00;0,00
TRF1;CARLOS GUSTAVO CHADA CHAVES;12/2020;32.004,65;0,00;1.629,70;12.914,16;46.548,51;-5.497,99;-6.917,05;-6.036,76;-5.625,49;-24.077,29;22.471,22;0,00;0,00
TRF1;CARLOS HENRIQUE BORLIDO HADDAD;12/2020;33.689,11;0,00;910,08;10.106,73;44.705,92;-6.562,79;-7.975,12;-1.495,18;-4.502,52;-20.535,61;24.170,31;0,00;0,00
TRF1;CARLOS HUMBERTO DE SOUSA;12/2020;33.689,11;0,00;0,00;185.661,74;219.350,85;-6.483,60;-9.761,82;-7.540,95;0,00;-23.786,37;195.564,48;0,00;0,00
TRF1;CARLOS MATHIAS;12/2020;35.462,22;0,00;0,00;184.631,77;220.093,99;-6.312,64;-6.950,66;-3.220,85;0,00;-16.484,15;203.609,84;0,00;0,00
TRF1;CARLOS MOREIRA ALVES;12/2020;35.462,22;5.834,88;910,08;117.379,96;159.587,14;-8.914,23;-32.943,69;-2.169,70;-5.625,49;-49.653,11;109.934,03;0,00;0,00
TRF1;CARLOS OLAVO;12/2020;22.899,03;0,00;0,00;50.318,22;73.217,25;-4.173,49;-10.138,30;-13.317,22;0,00;-27.629,01;45.588,24;0,00;0,00
TRF1;CARLOS PIRES BRANDAO;12/2020;35.462,22;0,00;910,08;13.002,81;49.375,11;-5.834,88;-8.331,71;-2.143,43;-9.171,71;-25.481,73;23.893,38;0,00;0,00
TRF1;CARLOS ROBERTO ALVES DOS SANTOS;12/2020;33.587,69;0,00;0,00;96.942,22;130.529,91;-2.096,47;-16.058,55;-3.808,20;0,00;-21.963,22;108.566,69;0,00;0,00
TRF1;CARLOS ROBERTO DE CARVALHO;12/2020;33.689,11;5.497,99;910,08;176.840,77;216.937,95;-9.675,59;-48.661,84;-8.623,04;0,00;-66.960,47;149.977,48;0,00;0,00
TRF1;CARMELA VERLANGIERI FERREIRA MENDES;12/2020;36.158,12;0,00;0,00;232.365,10;268.523,22;-5.254,03;-63.877,32;-583,00;0,00;-69.714,35;198.808,87;0,00;0,00
TRF1;CARMEN ELIZANGELA DIAS MOREIRA DE RESENDE;12/2020;33.689,11;0,00;910,08;10.481,05;45.080,24;-713,08;-9.635,93;-3.581,45;-4.876,84;-18.807,30;26.272,94;0,00;0,00
TRF1;CAROLYNNE SOUZA DE MACEDO OLIVEIRA;12/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;-5.497,99;-8.320,08;-3.168,45;-5.625,49;-22.612,01;23.216,88;0,00;0,00
TRF1;CATAO ALVES;12/2020;35.462,22;1.266,18;0,00;188.647,57;225.375,97;-5.362,38;0,00;-11.730,02;0,00;-17.092,40;208.283,57;0,00;0,00
TRF1;CELIA REGINA ODY BERNARDES;12/2020;33.689,11;0,00;910,08;3.743,23;38.342,42;-5.497,99;-7.912,59;-1.390,58;0,00;-14.801,16;23.541,26;0,00;0,00
TRF1;CESAR AUGUSTO BAPTISTA DE CARVALHO;12/2020;35.462,22;0,00;0,00;183.311,41;218.773,63;-8.324,87;-47.614,60;-11.174,57;0,00;-67.114,04;151.659,59;0,00;0,00
TRF1;CESAR AUGUSTO BEARSI;12/2020;33.689,11;0,00;910,08;139.275,69;173.874,88;-9.847,88;-34.976,21;-6.687,29;-5.708,69;-57.220,07;116.654,81;0,00;0,00
TRF1;CESAR CINTRA JATAHY FONSECA;12/2020;0,00;0,00;0,00;106.940,32;106.940,32;-3.606,67;-20.157,83;-748,58;0,00;-24.513,08;82.427,24;0,00;0,00
TRF1;CESAR JATAHY;12/2020;35.462,22;0,00;910,08;6.107,38;42.479,68;-5.834,88;-8.279,57;-2.013,25;-2.276,28;-18.403,98;24.075,70;0,00;0,00
TRF1;CHARLES RENAUD FRAZAO DE MORAES;12/2020;33.689,11;0,00;910,08;5.614,80;40.213,99;-5.497,99;-8.320,08;-940,00;-10,59;-14.768,66;25.445,33;0,00;0,00
TRF1;CIRO JOSE DE ANDRADE ARAPIRACA;12/2020;33.689,11;0,00;910,08;13.002,81;47.602,00;-6.865,33;-8.331,71;-738,51;-7.398,60;-23.334,15;24.267,85;0,00;0,00
TRF1;CLARA DA MOTA SANTOS PIMENTA ALVES;12/2020;33.689,11;0,00;1.629,70;11.229,70;46.548,51;-713,08;-8.860,20;-7.230,03;-5.625,49;-22.428,80;24.119,71;0,00;0,00
TRF1;CLAUDIA APARECIDA SALGE;12/2020;33.689,11;0,00;910,08;10.481,05;45.080,24;-5.497,99;-8.424,36;-503,01;-4.876,84;-19.302,20;25.778,04;0,00;0,00
TRF1;CLAUDIA MARIA RESENDE NEVES GUIMARAES;12/2020;33.689,11;0,00;430,00;78.096,46;112.215,57;-7.190,50;-22.504,25;0,00;0,00;-29.694,75;82.520,82;0,00;0,00
TRF1;CLAUDIA OLIVEIRA DA COSTA TOURINHO SCARPA;12/2020;33.689,11;0,00;910,08;78.265,59;112.864,78;-7.883,90;-22.273,14;-168,44;0,00;-30.325,48;82.539,30;0,00;0,00
TRF1;CLAUDIO CEZAR CAVALCANTES;12/2020;32.004,65;0,00;910,08;9.114,78;42.029,51;-5.369,97;-8.401,61;-1.485,55;-1.657,66;-16.914,79;25.114,72;0,00;0,00
TRF1;CLAUDIO GABRIEL DE PAULA SAIDE;12/2020;32.004,65;0,00;2.349,32;12.914,16;47.268,13;-5.497,99;-8.215,81;-1.571,01;-5.625,49;-20.910,30;26.357,83;0,00;0,00
TRF1;CLAUDIO HENRIQUE FONSECA DE PINA;12/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;-713,08;-9.740,21;0,00;-5.625,49;-16.078,78;29.750,11;0,00;0,00
TRF1;CLAUDIO JOSE COELHO COSTA;12/2020;33.689,11;0,00;910,08;77.398,57;111.997,76;-7.901,95;-21.908,14;-1.458,26;0,00;-31.268,35;80.729,41;0,00;0,00
TRF1;CLEBERSON JOSE ROCHA;12/2020;33.689,11;0,00;910,08;13.554,31;48.153,50;-713,08;-8.860,06;-4.736,49;-7.950,10;-22.259,73;25.893,77;0,00;0,00
TRF1;CLECIO ALVES DE ARAUJO;12/2020;33.689,11;0,00;910,08;8.983,76;43.582,95;-5.497,99;-8.244,22;0,00;-3.379,55;-17.121,76;26.461,19;0,00;0,00
TRF1;CLEMENCIA MARIA ALMADA LIMA DE ANGELO;12/2020;33.689,11;5.497,99;1.985,08;105.204,63;146.376,81;-9.833,18;-19.423,33;-8.037,46;-4.128,20;-41.422,17;104.954,64;0,00;0,00
TRF1;CLODOMIR SEBASTIAO REIS;12/2020;33.689,11;0,00;910,08;77.017,24;111.616,43;-9.684,38;-11.509,55;-20.225,09;-10,64;-41.429,66;70.186,77;0,00;0,00
TRF1;CONSTANTINO CORREIA FERREIRA;12/2020;0,00;0,00;0,00;45.765,63;45.765,63;0,00;-3.879,05;0,00;0,00;-3.879,05;41.886,58;0,00;0,00
TRF1;CRISTIANE MIRANDA BOTELHO;12/2020;33.689,11;0,00;910,08;2.245,94;36.845,13;-713,08;-8.119,32;-3.207,43;0,00;-12.039,83;24.805,30;0,00;0,00
TRF1;CRISTIANE PEDERZOLLI RENTZSCH;12/2020;33.689,11;0,00;1.629,70;0,00;35.318,81;-5.497,99;-6.883,19;-1.207,58;0,00;-13.588,76;21.730,05;0,00;0,00
TRF1;CRISTIANO MAURO DA SILVA;12/2020;32.004,65;0,00;910,08;11.005,11;43.919,84;-6.562,79;-7.975,12;-1.277,28;-3.716,44;-19.531,63;24.388,21;0,00;0,00
TRF1;CRISTIANO MIRANDA DE SANTANA;12/2020;33.689,11;0,00;910,08;11.228,57;45.827,76;-5.497,99;-7.503,09;-10.753,57;0,00;-23.754,65;22.073,11;0,00;0,00
TRF1;CYNTHIA DE ARAUJO LIMA LOPES;12/2020;33.689,11;5.497,99;910,08;177.087,79;217.184,97;-16.773,89;-40.509,90;-6.985,91;0,00;-64.269,70;152.915,27;0,00;0,00
TRF1;DANIEL CARNEIRO MACHADO;12/2020;32.004,65;0,00;910,08;10.874,10;43.788,83;-713,08;-8.856,77;-5.945,21;-3.566,71;-19.081,77;24.707,06;0,00;0,00
TRF1;DANIEL CASTELO BRANCO RAMOS;12/2020;33.689,11;0,00;910,08;10.106,73;44.705,92;-5.497,99;-7.193,82;-13.641,22;-4.502,52;-30.835,55;13.870,37;0,00;0,00
TRF1;DANIEL PAES RIBEIRO;12/2020;35.462,22;5.834,88;910,08;181.083,15;223.290,33;-5.834,88;-50.948,55;-3.597,48;-3.458,35;-63.839,26;159.451,07;0,00;0,00
TRF1;DANIEL SANTOS ROCHA SOBRAL;12/2020;33.689,11;1.193,78;910,08;113.116,30;148.909,27;-6.398,63;-8.612,14;-448,34;-9.183,42;-24.642,53;124.266,74;0,00;0,00
TRF1;DANIELA ALEXANDRA PARDAL ARAUJO;12/2020;32.004,65;0,00;1.629,70;12.305,88;45.940,23;-6.562,79;-8.079,40;-3.299,15;-5.017,21;-22.958,55;22.981,68;0,00;0,00
TRF1;DANIELE ABREU DANCZUK;12/2020;32.004,65;0,00;910,08;4.342,15;37.256,88;-713,08;-8.222,92;-3.984,25;0,00;-12.920,25;24.336,63;0,00;0,00
TRF1;DANIELE MARANHAO;12/2020;35.462,22;0,00;910,08;13.002,81;49.375,11;-5.834,88;-8.331,71;-1.903,28;-9.171,71;-25.241,58;24.133,53;0,00;0,00
TRF1;DANIELE MARANHAO COSTA;12/2020;0,00;0,00;0,00;129.241,02;129.241,02;-6.802,64;-26.775,66;0,00;0,00;-33.578,30;95.662,72;0,00;0,00
TRF1;DANILA GONCALVES DE ALMEIDA;12/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;-713,08;-9.740,21;-443,50;-5.625,49;-16.522,28;29.306,61;0,00;0,00
TRF1;DARCI MARTINS COELHO;12/2020;33.689,11;0,00;0,00;232.214,59;265.903,70;-4.784,92;-17.971,08;-12.359,23;0,00;-35.115,23;230.788,47;0,00;0,00
TRF1;DAVID WILSON DE ABREU PARDO;12/2020;33.689,11;0,00;910,08;82.557,61;117.156,80;-7.723,11;-22.020,28;-2.202,51;-5.625,39;-37.571,29;79.585,51;0,00;0,00
TRF1;DAYANA BIAO DE SOUZA M. MUNIZ;12/2020;33.689,11;0,00;1.844,70;6.737,82;42.271,63;-5.497,99;-8.424,36;-443,49;-1.133,61;-15.499,45;26.772,18;0,00;0,00
TRF1;DAYSE STARLING MOTTA;12/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;-5.497,99;-9.102,01;-11.416,09;0,00;-26.016,09;19.812,80;0,00;0,00
TRF1;DEBORA CARDOSO DE SOUZA VILELA;12/2020;32.004,65;0,00;910,08;10.331,33;43.246,06;-713,08;-8.964,34;-3.264,85;-3.042,66;-15.984,93;27.261,13;0,00;0,00
TRF1;DENISE DIAS DUTRA DRUMOND;12/2020;33.689,11;0,00;910,08;83.787,53;118.386,72;-3.121,79;-18.605,48;-4.791,67;-5.625,39;-32.144,33;86.242,39;0,00;0,00
TRF1;DEOMAR DA ASSENCAO AROUCHE JUNIOR;12/2020;32.004,65;0,00;1.340,08;14.121,35;47.466,08;-713,08;-9.427,32;-2.620,03;-5.625,49;-18.385,92;29.080,16;0,00;0,00
TRF1;DERIVALDO DE FIGUEIREDO BEZERRA FILHO;12/2020;33.689,11;0,00;910,08;146.604,43;181.203,62;-10.983,94;-9.106,28;-5.579,55;-759,29;-26.429,06;154.774,56;0,00;0,00
TRF1;DHANIEL LUCKAS TERTO MADEIRA FERREIRA;12/2020;0,00;0,00;0,00;45.765,63;45.765,63;0,00;-3.879,05;0,00;0,00;-3.879,05;41.886,58;0,00;0,00
TRF1;DIANA MARIA WANDERLEI DA SILVA;12/2020;32.004,65;0,00;910,08;11.641,46;44.556,19;-5.316,63;-8.474,23;-7.566,94;-4.352,79;-25.710,59;18.845,60;0,00;0,00
TRF1;DIEGO CAMARA ALVES;12/2020;32.004,65;0,00;910,08;9.957,08;42.871,81;-713,08;-9.045,27;-7.327,19;-2.668,41;-19.753,95;23.117,86;0,00;0,00
TRF1;DIEGO CARMO DE SOUSA;12/2020;32.004,65;0,00;910,08;13.616,02;46.530,75;-713,08;-8.864,92;-4.449,82;-5.765,86;-19.793,68;26.737,07;0,00;0,00
TRF1;DIEGO DE AMORIM VITORIO;12/2020;32.004,65;0,00;2.349,32;8.058,87;42.412,84;-713,08;-9.158,23;-3.045,03;-300,74;-13.217,08;29.195,76;0,00;0,00
TRF1;DIEGO DE SOUZA LIMA;12/2020;32.004,65;0,00;1.629,70;11.614,95;45.249,30;-713,08;-9.215,16;-3.249,03;-3.839,38;-17.016,65;28.232,65;0,00;0,00
TRF1;DIEGO LEONARDO ANDRADE DE OLIVEIRA;12/2020;33.689,11;0,00;3.068,94;6.363,50;43.121,55;-713,08;-9.635,93;-1.188,05;-759,29;-12.296,35;30.825,20;0,00;0,00
TRF1;DIMIS DA COSTA BRAGA;12/2020;33.689,11;2.747,55;1.629,70;35.820,20;73.886,56;-713,08;-8.774,65;-9.491,14;-6.252,51;-25.231,38;48.655,18;0,00;0,00
TRF1;DIOGENES TARCISIO MARCELINO TEIXEIRA;12/2020;0,00;0,00;0,00;79.830,34;79.830,34;-2.433,36;-15.807,20;0,00;0,00;-18.240,56;61.589,78;0,00;0,00
TRF1;DIOGO NEGRISOLI OLIVEIRA;12/2020;32.004,65;0,00;910,08;13.295,98;46.210,71;-713,08;-9.148,62;-3.997,10;-4.296,06;-18.154,86;28.055,85;0,00;0,00
TRF1;DIOGO SOUZA SANTA CECILIA;12/2020;33.689,11;0,00;9.258,66;11.229,60;54.177,37;-713,08;-8.938,93;-2.620,03;-5.625,39;-17.897,43;36.279,94;0,00;0,00
TRF1;DIRLEY DA CUNHA JUNIOR;12/2020;33.689,11;0,00;910,08;13.002,07;47.601,26;-5.525,53;-8.681,71;-5.426,34;-5.625,49;-25.259,07;22.342,19;0,00;0,00
TRF1;DOMINGOS DANIEL MOUTINHO DA CONCEICAO FILHO;12/2020;33.689,11;0,00;2.349,32;6.737,82;42.776,25;-713,08;-8.991,06;-3.372,80;-1.133,61;-14.210,55;28.565,70;0,00;0,00
TRF1;DURVAL CARNEIRO NETO;12/2020;33.689,11;5.514,78;1.629,70;0,00;40.833,59;-6.545,80;-8.059,48;-2.135,52;0,00;-16.740,80;24.092,79;0,00;0,00
TRF1;ED LYRA LEAL;12/2020;32.004,65;0,00;910,08;3.556,00;36.470,73;-713,08;-8.401,59;-6.157,24;748,50;-14.523,41;21.947,32;0,00;0,00
TRF1;EDISON MESSIAS DE ALMEIDA;12/2020;33.689,11;0,00;0,00;159.013,07;192.702,18;-15.614,92;-8.293,63;-2.872,97;0,00;-26.781,52;165.920,66;0,00;0,00
TRF1;EDISON MOREIRA GRILLO JUNIOR;12/2020;33.689,11;6.562,79;910,08;5.614,85;46.776,83;-6.562,79;-9.884,17;-1.097,21;-10,64;-17.554,81;29.222,02;0,00;0,00
TRF1;EDNA MARCIA SILVA MEDEIROS RAMOS;12/2020;33.689,11;5.497,99;910,08;85.604,05;125.701,23;-9.012,45;-24.325,58;-1.205,45;-4.876,75;-39.420,23;86.281,00;0,00;0,00
TRF1;EDUARDO DE ASSIS RIBEIRO FILHO;12/2020;33.689,11;0,00;1.629,70;10.480,96;45.799,77;-713,08;-9.090,28;-3.240,84;-4.876,75;-17.920,95;27.878,82;0,00;0,00
TRF1;EDUARDO DE MELO GAMA;12/2020;33.689,11;0,00;1.629,70;11.229,60;46.548,41;-713,08;-6.992,35;-11.213,00;-5.625,39;-24.543,82;22.004,59;0,00;0,00
TRF1;EDUARDO GOMES CARQUEIJA;12/2020;33.689,11;0,00;910,08;11.229,70;45.828,89;-713,08;-8.807,93;-3.931,01;-5.625,49;-19.077,51;26.751,38;0,00;0,00
